order_id,date,product,city,quantity,unit_price,revenue
1152,2024-11-05,Monitor,München,4,199.0,796.0
1198,2024-11-06,Monitor,München,2,199.0,398.0
1168,2024-11-11,Maus,Köln,1,25.0,25.0
1138,2024-11-12,Monitor,Hamburg,1,199.0,199.0
1103,2024-11-12,Maus,Berlin,1,25.0,25.0
1031,2024-11-14,Notebook,Köln,5,899.0,4495.0
1205,2024-11-15,Maus,München,5,25.0,125.0
1045,2024-11-15,Notebook,München,3,899.0,2697.0
1196,2024-11-17,Notebook,Köln,5,899.0,4495.0
1104,2024-11-20,Maus,Berlin,1,25.0,25.0
1006,2024-11-21,Tastatur,Köln,3,49.0,147.0
1068,2024-11-21,Maus,München,4,25.0,100.0
1014,2024-11-23,Notebook,München,5,899.0,4495.0
1174,2024-11-25,Tastatur,München,2,49.0,98.0
1183,2024-11-26,Notebook,Hamburg,3,899.0,2697.0
1102,2024-11-28,Tastatur,Köln,1,49.0,49.0
1117,2024-11-28,Maus,München,4,25.0,100.0
1024,2024-11-29,Notebook,Berlin,5,899.0,4495.0
1051,2024-12-01,Monitor,Hamburg,1,199.0,199.0
1029,2024-12-02,Notebook,Köln,5,899.0,4495.0
1110,2024-12-03,Tastatur,Berlin,4,49.0,196.0
1180,2024-12-04,Notebook,München,3,899.0,2697.0
1213,2024-12-05,Monitor,München,4,199.0,796.0
1157,2024-12-09,Tastatur,Hamburg,5,49.0,245.0
1161,2024-12-12,Maus,München,2,25.0,50.0
1219,2024-12-14,Maus,Berlin,2,25.0,50.0
1211,2024-12-14,Maus,Hamburg,2,25.0,50.0
1012,2024-12-15,Notebook,Berlin,5,899.0,4495.0
1215,2024-12-19,Tastatur,Hamburg,4,49.0,196.0
1178,2024-12-20,Monitor,Köln,4,199.0,796.0
1056,2024-12-21,Monitor,Köln,2,199.0,398.0
1086,2024-12-24,Maus,München,4,25.0,100.0
